,field_office,Applications Received2,Approved3,Denied4,Pending5,quarter,state,code,year,fy
33,Los Angeles,"3,938","4,586",389,"14,569","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,LOS,2018.0,FY 2019
35,Los Angeles County,"3,766","3,286",672,"14,542","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,LAC,2018.0,FY 2019
37,Sacramento,"3,070","3,134",305,"10,622","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,SAC,2018.0,FY 2019
39,San Bernardino,"3,767","3,610",582,"8,067","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,SBD,2018.0,FY 2019
41,San Diego,"3,599","2,945",272,"9,578","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,SND,2018.0,FY 2019
43,San Fernando Valley,"3,200","3,057",251,"16,728","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,SFV,2018.0,FY 2019
45,San Francisco,"6,402","2,729",319,"33,077","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,SFR,2018.0,FY 2019
47,San Jose,"3,790","2,315",172,"13,650","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,SNJ,2018.0,FY 2019
49,Santa Ana,"3,977","3,204",477,"15,185","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,SAA,2018.0,FY 2019
53,Denver,"2,118","2,610",487,"8,426","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Colorado,DEN,2018.0,FY 2019
57,Hartford,"2,239","1,643",159,"7,759","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Connecticut,HAR,2018.0,FY 2019
61,Dover AFB, -   , -   , -   , -   ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Delaware,DVD,2018.0,FY 2019
65,Washington,"4,335","2,842",284,"18,316","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",District of Columbia,WAS,2018.0,FY 2019
69,Fort Meyers,"1,030",819,189,"5,145","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,OFM,2018.0,FY 2019
71,Hialeah,"2,732","2,995",457,"7,425","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,HIA,2018.0,FY 2019
73,Jacksonville,"1,041","1,085",129,"2,097","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,JAC,2018.0,FY 2019
75,Kendall,"3,017","4,125",353,"8,148","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,KND,2018.0,FY 2019
77,Miami,"2,602","3,040",376,"16,513","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,MIA,2018.0,FY 2019
79,Oakland Park,"2,506","2,483",470,"12,575","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,OKL,2018.0,FY 2019
81,Orlando,"2,334","2,016",342,"9,800","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,ORL,2018.0,FY 2019
83,Tampa,"2,712","3,228",481,"5,611","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,TAM,2018.0,FY 2019
85,West Palm Beach,"1,912","1,982",496,"5,289","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Florida,WPB,2018.0,FY 2019
89,Atlanta,"4,345","3,089",466,"23,311","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Georgia,ATL,2018.0,FY 2019
93,Honolulu,785,679,91,"3,674","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Hawaii,HHW,2018.0,FY 2019
97,Boise,388,459,50,644,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Idaho,BOI,2018.0,FY 2019
101,Chicago,"6,831","7,961",859,"24,592","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Illinois,CHI,2018.0,FY 2019
105,Indianapolis,"1,468","1,501",163,"3,798","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Indiana,INP,2018.0,FY 2019
109,Des Moines,901,653,61,"3,875","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Iowa,DSM,2018.0,FY 2019
113,Wichita,326,318,35,784,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Kansas,WIC,2018.0,FY 2019
117,Louisville,"1,083","1,280",163,"1,944","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Kentucky,LOU,2018.0,FY 2019
121,New Orleans,841,690,79,"3,951","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Louisiana,NOL,2018.0,FY 2019
125,Portland,271,166,11,499,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Maine,POO,2018.0,FY 2019
129,Baltimore,"4,197","3,588",220,"23,032","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Maryland,BAL,2018.0,FY 2019
133,Boston,"4,236","3,346",508,"9,110","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Massachusetts,BOS,2018.0,FY 2019
135,Lawrence,"1,910",676,224,"5,117","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Massachusetts,LAW,2018.0,FY 2019
139,Detroit,"4,108","3,548",560,"9,925","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Michigan,DET,2018.0,FY 2019
143,St. Paul,"3,528","2,434",324,"18,327","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Minnesota,SPM,2018.0,FY 2019
147,Kansas City,"1,005","1,161",94,"1,682","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Missouri,KAN,2018.0,FY 2019
149,St. Louis,754,663,89,"1,924","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Missouri,STL,2018.0,FY 2019
153,Helena,76,101,10,131,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Montana,HEL,2018.0,FY 2019
157,Omaha,936,829,189,"2,399","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Nebraska,OMA,2018.0,FY 2019
161,Las Vegas,"1,604","1,136",165,"10,296","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Nevada,LVG,2018.0,FY 2019
163,Reno,284,344,44,714,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Nevada,REN,2018.0,FY 2019
167,Manchester,362,341,54,610,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New Hampshire,MAN,2018.0,FY 2019
171,Mount Laurel,"1,827","1,691",225,"4,337","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New Jersey,MTL,2018.0,FY 2019
173,Newark,"7,796","7,396",871,"25,349","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New Jersey,NEW,2018.0,FY 2019
177,Albuquerque,431,423,43,911,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New Mexico,ABQ,2018.0,FY 2019
181,Albany,397,318,49,"1,311","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New York,ALB,2018.0,FY 2019
183,Brooklyn,"4,707","2,932",691,"24,825","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New York,BNY,2018.0,FY 2019
185,Buffalo,"1,507","1,139",285,"3,465","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New York,BUF,2018.0,FY 2019
187,Long Island,"3,085","3,230",363,"9,391","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New York,LNY,2018.0,FY 2019
189,New York,"6,443","5,234",937,"30,310","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New York,NYC,2018.0,FY 2019
191,Queens,"5,659","4,280",795,"23,964","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",New York,QNS,2018.0,FY 2019
195,Charlotte,"1,826","1,269",128,"6,675","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",North Carolina,CLT,2018.0,FY 2019
197,Raleigh,"1,782","2,296",126,"3,427","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",North Carolina,RAL,2018.0,FY 2019
201,Cincinnati,741,578,99,"1,098","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Ohio,CIN,2018.0,FY 2019
203,Cleveland,"1,078","1,135",116,"1,627","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Ohio,CLE,2018.0,FY 2019
205,Columbus,"1,523","1,431",180,"3,099","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Ohio,CLM,2018.0,FY 2019
209,Oklahoma City,825,782,130,"2,148","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Oklahoma,OKC,2018.0,FY 2019
213,Portland,"2,065","1,700",100,"5,187","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Oregon,POO,2018.0,FY 2019
217,Philadelphia,"4,420","4,247",682,"16,664","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Pennsylvania,PHI,2018.0,FY 2019
219,Pittsburgh,629,690,35,"1,583","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Pennsylvania,PIT,2018.0,FY 2019
223,Providence,710,336,102,"1,501","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Rhode Island,PRO,2018.0,FY 2019
227,Charleston,577,607,40,"1,032","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",South Carolina,CHS,2018.0,FY 2019
229,Greer,409,568,25,759,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",South Carolina,GRR,2018.0,FY 2019
233,Memphis,576,920,133,"2,347","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Tennessee,MEM,2018.0,FY 2019
235,Nashville,"1,260","1,001",112,"5,596","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Tennessee,NTN,2018.0,FY 2019
239,Dallas,"6,163","8,697",724,"34,122","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Texas,DAL,2018.0,FY 2019
241,El Paso,"1,142","1,103",180,"4,260","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Texas,ELP,2018.0,FY 2019
243,Harlingen,673,"1,171",162,"3,958","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Texas,HLG,2018.0,FY 2019
245,Houston,"6,293","6,785",561,"37,378","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Texas,HOU,2018.0,FY 2019
247,San Antonio,"4,405","2,303",197,"13,617","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Texas,SNA,2018.0,FY 2019
251,Salt Lake City,"1,104",916,87,"6,228","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Utah,SLC,2018.0,FY 2019
255,St. Albans,134,212, D ,279,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Vermont,STA,2018.0,FY 2019
259,Norfolk,"1,180","1,375",105,"3,808","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Virginia,NOR,2018.0,FY 2019
263,Seattle,"4,195","4,827",233,"20,599","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Washington,SEA,2018.0,FY 2019
265,Spokane,275,213,20,425,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Washington,SPO,2018.0,FY 2019
267,Yakima,408,323,34,748,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Washington,YAK,2018.0,FY 2019
271,Charleston, D , -   , -   , D ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",West Virginia,CHS,2018.0,FY 2019
275,Milwaukee,"1,109","1,218",171,"3,439","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Wisconsin,MIL,2018.0,FY 2019
283,Agana,194,240,17,373,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Guam,AGA,2018.0,FY 2019
287,Charlotte Amalie,85,153,12,266,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",U.S. Virgin Islands,CHA,2018.0,FY 2019
289,Christiansted,40, -   , D ,134,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",U.S. Virgin Islands,CHR,2018.0,FY 2019
293,San Juan,356,325,125,"1,021","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Puerto Rico,SAJ,2018.0,FY 2019
407,Beijing, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",China,,2018.0,FY 2019
409,Guangzhou, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",China,,2018.0,FY 2019
413,Havana, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Cuba,,2018.0,FY 2019
417,Santo Domingo, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Dominican Republic,,2018.0,FY 2019
421,San Salvador, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",El Salvador,,2018.0,FY 2019
425,Frankfurt, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Germany,23,2018.0,FY 2019
429,Accra, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Ghana,,2018.0,FY 2019
433,Athens, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Greece,,2018.0,FY 2019
437,Guatemala City, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Guatemala,,2018.0,FY 2019
441,Port-au-Prince, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Haiti,,2018.0,FY 2019
445,New Delhi, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",India,,2018.0,FY 2019
449,Rome, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Italy,14,2018.0,FY 2019
453,Amman, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Jordan,,2018.0,FY 2019
457,Nairobi, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Kenya,,2018.0,FY 2019
461,Ciudad Juarez, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Mexico,,2018.0,FY 2019
463,Mexico City, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Mexico,,2018.0,FY 2019
465,Monterrey, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Mexico,,2018.0,FY 2019
469,Lima, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Peru,,2018.0,FY 2019
473,Manila, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Philippines,,2018.0,FY 2019
477,Moscow, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Russia,,2018.0,FY 2019
481,Johannesburg, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",South Africa,,2018.0,FY 2019
485,Seoul, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",South Korea,54,2018.0,FY 2019
489,Bangkok, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Thailand,,2018.0,FY 2019
493,London, N/A , N/A , N/A , N/A ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",United Kingdom,1,2018.0,FY 2019
9,Montgomery,"1,009","1,675",122,"3,465","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Alabama,MGA,2019.0,FY 2019
13,Anchorage,301,162,38,687,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Alaska,ANC,2019.0,FY 2019
17,Phoenix,"2,461","2,188",373,"12,620","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Arizona,PHO,2019.0,FY 2019
19,Tucson,584,756,80,"1,224","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Arizona,TUC,2019.0,FY 2019
23,Fort Smith,370,278,14,"1,193","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Arkansas,FSA,2019.0,FY 2019
27,Chula Vista, -   , -   , -   , -   ,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,CVC,2019.0,FY 2019
29,Fresno,"2,404","2,203",310,"5,606","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,FRE,2019.0,FY 2019
31,Imperial,412,384,194,"1,095","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,IMP,2019.0,FY 2019
33,Los Angeles,"4,002","4,436",485,"12,144","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,LOS,2019.0,FY 2019
35,Los Angeles County,"3,727","3,327",604,"14,471","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,LAC,2019.0,FY 2019
37,Sacramento,"3,467","2,884",310,"11,026","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,SAC,2019.0,FY 2019
39,San Bernardino,"3,950","3,826",531,"7,799","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,SBD,2019.0,FY 2019
41,San Diego,"3,447","3,898",419,"8,809","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,SND,2019.0,FY 2019
43,San Fernando Valley,"3,179","3,009",289,"16,614","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,SFV,2019.0,FY 2019
45,San Francisco,"6,270","6,257",278,"32,784","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,SFR,2019.0,FY 2019
47,San Jose,"3,654","3,298",182,"13,859","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,SNJ,2019.0,FY 2019
49,Santa Ana,"3,631","2,022",425,"16,415","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",California,SAA,2019.0,FY 2019
53,Denver,"2,194","2,554",423,"7,675","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Colorado,DEN,2019.0,FY 2019
57,Hartford,"2,333","2,012",215,"7,895","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Connecticut,HAR,2019.0,FY 2019
61,Dover AFB, -   , -   , -   , -   ,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Delaware,DVD,2019.0,FY 2019
65,Washington,"4,471","6,953",399,"15,516","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",District of Columbia,WAS,2019.0,FY 2019
69,Fort Meyers,"1,019","1,044",152,"4,992","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,OFM,2019.0,FY 2019
71,Hialeah,"2,939","3,064",424,"7,006","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,HIA,2019.0,FY 2019
73,Jacksonville,"1,257","1,275",190,"1,950","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,JAC,2019.0,FY 2019
75,Kendall,"3,016","4,448",522,"6,341","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,KND,2019.0,FY 2019
77,Miami,"2,744","2,880",914,"15,501","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,MIA,2019.0,FY 2019
79,Oakland Park,"2,717","1,957",414,"12,942","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,OKL,2019.0,FY 2019
81,Orlando,"2,739","2,939",511,"9,121","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,ORL,2019.0,FY 2019
83,Tampa,"2,989","3,456",533,"4,742","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,TAM,2019.0,FY 2019
85,West Palm Beach,"2,071","1,262",250,"5,951","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Florida,WPB,2019.0,FY 2019
89,Atlanta,"4,861","5,539",391,"22,458","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Georgia,ATL,2019.0,FY 2019
93,Honolulu,851,935,146,"3,446","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Hawaii,HHW,2019.0,FY 2019
97,Boise,463,366,64,695,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Idaho,BOI,2019.0,FY 2019
101,Chicago,"6,703","7,990",559,"22,799","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Illinois,CHI,2019.0,FY 2019
105,Indianapolis,"1,686","1,562",212,"3,764","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Indiana,INP,2019.0,FY 2019
109,Des Moines,"1,062","1,217",152,"3,596","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Iowa,DSM,2019.0,FY 2019
113,Wichita,359,170,27,949,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Kansas,WIC,2019.0,FY 2019
117,Louisville,"1,166","1,014",201,"1,946","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Kentucky,LOU,2019.0,FY 2019
121,New Orleans,950,676,88,"4,107","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Louisiana,NOL,2019.0,FY 2019
125,Portland,270,168,18,588,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Maine,POO,2019.0,FY 2019
129,Baltimore,"4,582","4,195",252,"23,098","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Maryland,BAL,2019.0,FY 2019
133,Boston,"4,354","3,115",418,"9,297","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Massachusetts,BOS,2019.0,FY 2019
135,Lawrence,"2,131","2,681",331,"5,035","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Massachusetts,LAW,2019.0,FY 2019
139,Detroit,"3,777","3,645",596,"9,590","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Michigan,DET,2019.0,FY 2019
143,St. Paul,"3,663","3,292",488,"18,223","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Minnesota,SPM,2019.0,FY 2019
147,Kansas City,"1,205","1,023",104,"2,149","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Missouri,KAN,2019.0,FY 2019
149,St. Louis,786,856,106,"1,768","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Missouri,STL,2019.0,FY 2019
153,Helena,99,83, D ,149,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Montana,HEL,2019.0,FY 2019
157,Omaha,"1,050",666,175,"2,638","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Nebraska,OMA,2019.0,FY 2019
161,Las Vegas,"1,813","1,641",219,"10,287","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Nevada,LVG,2019.0,FY 2019
163,Reno,340,448,28,603,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Nevada,REN,2019.0,FY 2019
167,Manchester,429,419,45,595,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New Hampshire,MAN,2019.0,FY 2019
171,Mount Laurel,"1,886","1,823",234,"4,229","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New Jersey,MTL,2019.0,FY 2019
173,Newark,"8,084","6,715",870,"25,997","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New Jersey,NEW,2019.0,FY 2019
177,Albuquerque,486,496,58,862,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New Mexico,ABQ,2019.0,FY 2019
181,Albany,536,390,66,"1,391","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New York,ALB,2019.0,FY 2019
183,Brooklyn,"4,636","4,147",623,"24,737","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New York,BNY,2019.0,FY 2019
185,Buffalo,"1,646","1,853",355,"2,960","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New York,BUF,2019.0,FY 2019
187,Long Island,"3,370","3,140",278,"9,507","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New York,LNY,2019.0,FY 2019
189,New York,"6,563","4,216",655,"31,982","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New York,NYC,2019.0,FY 2019
191,Queens,"5,536","4,722",725,"24,015","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",New York,QNS,2019.0,FY 2019
195,Charlotte,"2,102","2,394",198,"6,183","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",North Carolina,CLT,2019.0,FY 2019
197,Raleigh,"1,759","1,691",188,"3,309","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",North Carolina,RAL,2019.0,FY 2019
201,Cincinnati,865,815,92,"1,388","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Ohio,CIN,2019.0,FY 2019
203,Cleveland,"1,241","1,094",143,"1,661","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Ohio,CLE,2019.0,FY 2019
205,Columbus,"1,646","1,676",153,"2,989","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Ohio,CLM,2019.0,FY 2019
209,Oklahoma City,"1,013","1,023",154,"2,019","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Oklahoma,OKC,2019.0,FY 2019
213,Portland,"2,158","2,327",119,"4,933","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Oregon,POO,2019.0,FY 2019
217,Philadelphia,"4,785","4,901",895,"15,746","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Pennsylvania,PHI,2019.0,FY 2019
219,Pittsburgh,750,929,59,"1,364","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Pennsylvania,PIT,2019.0,FY 2019
223,Providence,674,678,120,"1,389","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Rhode Island,PRO,2019.0,FY 2019
227,Charleston,689,719,44,975,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",South Carolina,CHS,2019.0,FY 2019
229,Greer,471,580,40,635,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",South Carolina,GRR,2019.0,FY 2019
233,Memphis,619,817,130,"2,059","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Tennessee,MEM,2019.0,FY 2019
235,Nashville,"1,473","1,048",136,"5,896","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Tennessee,NTN,2019.0,FY 2019
239,Dallas,"6,709","8,159",930,"32,108","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Texas,DAL,2019.0,FY 2019
241,El Paso,"1,238","2,187",221,"3,137","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Texas,ELP,2019.0,FY 2019
243,Harlingen,727,"1,342",182,"3,168","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Texas,HLG,2019.0,FY 2019
245,Houston,"6,741","6,868",796,"36,636","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Texas,HOU,2019.0,FY 2019
247,San Antonio,"3,306","4,175",288,"12,540","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Texas,SNA,2019.0,FY 2019
251,Salt Lake City,"1,290","1,028",127,"6,354","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Utah,SLC,2019.0,FY 2019
255,St. Albans,179,146,14,302,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Vermont,STA,2019.0,FY 2019
259,Norfolk,"1,204","1,036",133,"3,938","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Virginia,NOR,2019.0,FY 2019
263,Seattle,"4,049","1,575",445,"22,673","FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Washington,SEA,2019.0,FY 2019
265,Spokane,294,278,27,445,"FY 2019, 2nd Q, Jan. 1-Mar. 31, 2019",Washington,SPO,2019.0,FY 2019
